"producto","presentacion","marca","categoria","catalogo","precio","fechaRegistro","cadenaComercial","giro","nombreComercial","direccion","estado","municipio","latitud","longitud"
"AGUA SIN GAS","BOTELLA 1.5 LT. JAMAICA","CIEL +","REFRESCOS ENVASADOS","BASICOS",9.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SHAMPOO","BOTELLA 355 ML. HIDRADISIACO","HERBAL ESSENCES","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",39.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JARABE P/PREPARAR BEBIDAS","BOTELLA 750 ML. HORCHATA","TUCAN","CHOCOLATES Y GOLOSINAS","BASICOS",26.49,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MIEL DE ABEJA","BOTELLA 430 GR.","VITA REAL","CHOCOLATES Y GOLOSINAS","BASICOS",46.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CHOCOLATE EN TABLILLAS","PAQUETE 540 GR. CON 6 TABLILLAS DE 90 GR.","IBARRA","CHOCOLATES Y GOLOSINAS","MERCADOS",35,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"AJONJOLI","SOBRE 100 GR.","SAN LAZARO","CONDIMENTOS","BASICOS",8.24,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SALSA CATSUP","BOTELLA 390 GR. PLASTICO","DEL MONTE","CONDIMENTOS","MERCADOS",7.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ACEITUNA","FRASCO 240 GR. MANZANILLA","BUFALO","PRODUCTOS DE TEMPORADA (NAVIDEÐOS)","BASICOS",27.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TOALLA DE PAPEL","PAQUETE 2 ROLLOS 60 HOJAS DOBLES","PÉTALO. VAQUITA Ó GRANJA","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",24,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TOALLA FEMENINA","BOLSA 12 PIEZAS. NORMAL. NOCTURNA. FLEXI ALAS","ALWAYS","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",26.95,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TOALLA FEMENINA","BOLSA 14 PIEZAS. NORMAL. SIN ALAS","ALWAYS","ARTS. DE PAPEL P/HIGIENE PERSONAL","BASICOS",19.65,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ACONDICIONADOR / ENJUAGUE","BOTELLA 384 ML. ACEITE DE OLIVA","PERT","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",24.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SHAMPOO","BOTELLA 800 ML. PASION DE MANGO","ALBERTO. VO5","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",20,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JABON DE TOCADOR","CAJA CON BARRA 75 GR. HIPOALERGENICO NEUTRO PARA BEBE","JOHNSON S BABY","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",11.3,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JABON DE TOCADOR","BARRA 130 GR. ORIGINAL","NORDIKO","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",6.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DESODORANTE","ROLL ON 70 ML.","COTY. ATREVIDA","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",18.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DESODORANTE","BARRA 50 GR. (TAPA AZUL). ORIGINAL. ANTITRANSPIRANTE","DOVE","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",32.91,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"JAMAICA","BOLSA 250 GR.","S/M","PRODUCTOS DE TEMPORADA (NAVIDEÐOS)","FRUTAS Y LEGUMBRES",27.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ALCAPARRA","FRASCO 100 GR.","EL SERPIS","PRODUCTOS DE TEMPORADA (NAVIDEÐOS)","BASICOS",29.6,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TESALON","CAJA CON 20 CAPSULAS DE 100 MG","NOVARTIS FARMACEUTICA, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",82,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TEGRETOL","CAJA CON 10 COMPRIMIDOS DE 400 MG.","NOVARTIS FARMACEUTICA, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",149.8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"BECONASE. AQUA","SUSPENSION 22 ML. 200 DOSIS","SIN MARCA","MEDICAMENTOS","MEDICAMENTOS",451.29,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CREMA SOLIDA","FRASCO 200 ML.","ATRIX. INTENSIVE","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",49.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SHAMPOO","BOTELLA 900 ML. CLASICO","VANART","ARTS. PARA EL CUIDADO PERSONAL","MERCADOS",23.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"REPUESTOS DE NAVAJAS","ESTUCHE C/4. VENUS","GILLETTE","ARTS. PARA EL CUIDADO PERSONAL","BASICOS",121.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FLANAX","CAJA CON 20 TABLETAS DE 275 MG.","SYNTEX, S.A. DE C.V.","MEDICAMENTOS","MEDICAMENTOS",115.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"BEDOYECTA-TRI","CAJA CON 5 JERINGAS DE 2 ML. SOLUCION INYECTABLE","S/M","MEDICAMENTOS","MEDICAMENTOS",217.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DALACIN C","CAJA CON 16 CAPSULAS DE 300 MG.","S/M","MEDICAMENTOS","MEDICAMENTOS",332.04,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SUAVIZANTE P/ROPA","TETRA PACK 1700 ML. ACONDICIONADOR DE TELAS","DOWNY. LIBRE ENJUAGUE. AROMA FLORAL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",27.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SUAVIZANTE P/ROPA","BOTELLA 1 LT","MARCA INSTITUCIONAL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/TRASTES","BOLSA 900 GR. POLVO. (VERDE)","SALVO","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",16.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"TELEVISORES","32C100U o 32C100U2. COLOR 32 PLGS. PANTALLA CRISTAL LIQUIDO","TOSHIBA","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",6498,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DVD / BLU RAY","DVD-C350. 1 CD; DOLBY DIGITAL; DTS DIGITAL OUT; DVD; CD; MP3; JPEG; USB. KARAOKE; REGION 4","SAMSUNG","APARATOS ELECTRONICOS","ELECTRODOMESTICOS",598,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FOCO","TRANSPARENTE.  DE 25 A 100 WATTS","OSRAM","ACCESORIOS DOMESTICOS","MERCADOS",5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"BLANQUEADOR","BOTELLA 950 ML. EL RENDIDOR","CLORALEX","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",7.71,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOTELLA 1 LT. LIQUIDO. (TAPA AZUL REY)","ARIEL","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",25.62,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"DETERGENTE P/ROPA","BOTELLA 2 LT. LIQUIDO. DELICADA","VEL ROSITA","DETERGENTES Y PRODUCTOS SIMILARES","BASICOS",66.35,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FUD","1 KG. GRANEL. SALCHICHA. HOT DOG","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",43.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"PARMA. SABORI","PAQUETE 200 GR. TOCINO AHUMADO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",33.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FUD","PAQUETE 250 GR. TOCINO AHUMADO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",26.24,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FUD","1 KG. GRANEL. TOCINO. AHUMADO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",107.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SAN RAFAEL. REAL","1 KG. GRANEL. JAMON. DE PAVO. FINO 16% PROTEINAS","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",129.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SAN RAFAEL","1 KG. GRANEL. JAMON. DE PAVO. AHUMADO. FINO. 16% PROTEINAS","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",125.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ATUN","LATA 170 GR. EN AGUA","TUNY. LIGHT","PESCADOS Y MARISCOS EN CONSERVA","BASICOS",10.3,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ATUN","LATA 170 GR. EN AGUA","HERDEZ","PESCADOS Y MARISCOS EN CONSERVA","BASICOS",9.45,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ALPINO","1 KG. GRANEL. LONGANIZA","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",70.5,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"KIR","1 KG. GRANEL. MORTADELA","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",37.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"IBERO","1 KG. GRANEL. SALCHICHA. DE PAVO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",34.8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"SAN RAFAEL","1 KG. GRANEL. SALCHICHA. DE PAVO","S/M","CARNES FRIAS SECAS Y EMBUTIDOS","BASICOS",59.4,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CREMA","BOTE 450 ML. REDUCIDA EN GRASA","LALA. LIGHT","DERIVADOS DE LECHE","BASICOS",15.05,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LECHE PASTEURIZADA","PARCIALMENTE DESCREMADA. ENVASE 1 LT.","ALPURA. SEMI","LECHE PROCESADA","BASICOS",12.2,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LECHE PASTEURIZADA","PARCIALMENTE DESCREMADA. BAJA EN GRASA. CAJA 1 LT.","LALA. LIGHT","LECHE PROCESADA","BASICOS",11.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LECHE PASTEURIZADA","CAJA 1 LT.","LALA. ENTERA","LECHE PROCESADA","BASICOS",11.7,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LECHE EN POLVO","NIÑOS. LATA 1,800 GR.  (PRODUCTO LÁCTEO)","ALPURA. KIDS","LECHE PROCESADA","BASICOS",142.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"LECHE EN POLVO","BOLSA 500 GR. (MEZCLA)","FORTILECHE","LECHE PROCESADA","BASICOS",35.91,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"NOCHE BUENA CHALET","PAQUETE 400 GR. QUESO MANCHEGO","S/M","DERIVADOS DE LECHE","BASICOS",44.91,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"FRANJA","1 KG. GRANEL. QUESO MANCHEGO","S/M","DERIVADOS DE LECHE","BASICOS",99.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"NOCHE BUENA","1 KG. GRANEL. QUESO MANCHEGO","S/M","DERIVADOS DE LECHE","BASICOS",119.9,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MANTEQUILLA","BARRA 90 GR.","MARCA INSTITUCIONAL","DERIVADOS DE LECHE","BASICOS",8,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"MANTEQUILLA","BARRA 225 GR. SIN SAL","CHIPILO","DERIVADOS DE LECHE","BASICOS",20.1,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CREMA","BOTE 450 ML.","LALA","DERIVADOS DE LECHE","BASICOS",13.45,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"CHALET","1 KG. GRANEL. QUESO PANELA","S/M","DERIVADOS DE LECHE","BASICOS",99.2,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
"ESMERALDA","1 KG. GRANEL. QUESO PANELA","S/M","DERIVADOS DE LECHE","BASICOS",79,"2011-01-10 00:00:00.000","COMERCIAL MEXICANA","TIENDA DE AUTOSERVICIO","COMERCIAL MEXICANA SUCURSAL VILLAS DE LA HACIENDA","AV. LAGO DE GUADALUPE S/N ESQ. DE LAS VILLAS","MÉXICO","ATIZAPAN                                ",NA,NA
